meanfreq,sd,median,Q25,Q75,skew,sp.ent,sfm,mode,meanfun,minfun,maxfun,meandom,mindom,dfrange,modindx,label
0.144858407,0.076591817,0.135571776,0.090608273,0.207615572,2.797501935,0.971907406,0.763638169,0.059951338,0.10324956,0.021276596,0.266666667,0.791666667,0.0078125,4.984375,0.159678683,0
0.121683363,0.086850112,0.118237046,0.030684932,0.215294818,2.062324056,0.931660689,0.549217694,0.117903514,0.130887525,0.020356234,0.271186441,0.583417339,0.0078125,3.71875,0.253221289,0
0.135649932,0.086412331,0.126722455,0.049986053,0.228842399,1.388276328,0.952514069,0.659813836,0.114811715,0.134314213,0.060836502,0.25,1.10875,0.0078125,4.2890625,0.369266435,0
0.125087547,0.080116695,0.114191121,0.057306245,0.201414597,2.377389656,0.948495928,0.670633008,0.111873589,0.114742726,0.024390244,0.271186441,0.560032895,0.0078125,4.2890625,0.226674762,0
0.143486162,0.070275487,0.123868797,0.101732548,0.211236333,1.793199734,0.942278587,0.610170821,0.106442389,0.120815369,0.033333333,0.266666667,1.116666667,0.09375,4.46875,0.350322754,0
0.14319683,0.085447388,0.125352798,0.09622871,0.232652068,1.936126532,0.940729134,0.585174796,0.113090024,0.110260303,0.02725724,0.262295082,0.652777778,0.0078125,4.5625,0.18739726,0
0.145532381,0.087864043,0.129720598,0.088966862,0.233788174,1.458798837,0.946595366,0.621392074,0.115893437,0.103803137,0.015686275,0.275862069,0.706341912,0.0078125,4.96875,0.166809605,0
0.162065429,0.084432291,0.143149016,0.112314902,0.249428304,1.578563282,0.943404669,0.595127964,0.268978444,0.117022269,0.016528926,0.25,0.599144345,0.0078125,4.5703125,0.18921762,0
0.142961233,0.083106899,0.129292352,0.09807005,0.228162974,1.831167575,0.946134059,0.631688976,0.112480343,0.131733573,0.054054054,0.25,0.410546875,0.0078125,2.7109375,0.156377977,0
0.141153447,0.080922189,0.124304933,0.097152466,0.222242152,1.724297837,0.949958896,0.646653047,0.109394619,0.117297836,0.018867925,0.258064516,0.639616935,0.0078125,4.0546875,0.187230084,0
0.167334035,0.047177727,0.161802155,0.135475024,0.18072478,3.961908362,0.880375253,0.344307312,0.16619001,0.141810406,0.016032064,0.253968254,0.578125,0.125,6.796875,0.02164751,0
0.167850312,0.052593589,0.163262195,0.12847561,0.190365854,1.919229523,0.920512709,0.403865808,0.166890244,0.121546254,0.015952144,0.262295082,0.813179348,0.0703125,6.5,0.074188702,0
0.185098439,0.054289442,0.176771888,0.146420488,0.216628946,1.60173918,0.910320915,0.358023073,0.165265039,0.130983328,0.016161616,0.266666667,0.568287037,0.0078125,5.1328125,0.095826991,0
0.167761538,0.05888337,0.15993403,0.125607477,0.200879604,2.531500396,0.923640119,0.485117754,0.126838922,0.132089064,0.018539977,0.253968254,1.048519737,0.0078125,6.8359375,0.058373626,0
0.200830145,0.053066217,0.210058873,0.185332212,0.236198486,1.840901444,0.907683136,0.386818469,0,0.165155381,0.015763547,0.271186441,1.067057292,0.0703125,5.5234375,0.336376495,0
0.190324563,0.051695724,0.191410419,0.156899619,0.220584498,1.461858806,0.918001245,0.362344276,0,0.152012545,0.021136063,0.246153846,0.884548611,0.0078125,6.7109375,0.211734575,0
0.187139453,0.056499407,0.176109385,0.14304537,0.24763207,1.411153314,0.902246987,0.298599477,0.16619018,0.138197601,0.016684046,0.231884058,0.801339286,0.125,6.515625,0.127006087,0
0.184354869,0.055493941,0.183430657,0.150900243,0.226350365,1.588013858,0.932834786,0.427755254,0,0.13371745,0.018518519,0.266666667,1.795625,0.0078125,6.9921875,0.316103959,0
0.200041812,0.055815131,0.210792138,0.166599166,0.243478261,2.926780705,0.914634012,0.412919466,0.24064324,0.159106931,0.020100503,0.266666667,0.62265625,0.15625,6.234375,0.119743804,0
0.175681868,0.055524094,0.173151025,0.148266004,0.215090118,1.759852944,0.934060669,0.512562248,0,0.149386704,0.019900498,0.253968254,0.807112069,0.0078125,6.5546875,0.19049038,0
0.184850897,0.062446727,0.189809403,0.133773825,0.238551461,1.661060846,0.934323374,0.467826478,0,0.139378258,0.02507837,0.275862069,1.7525,0.078125,6.6484375,0.349767537,0
0.182630135,0.048974549,0.176618005,0.152603406,0.209489051,1.628578866,0.907214973,0.302814314,0.185474453,0.147350977,0.019900498,0.262295082,1.036865234,0.140625,6.6796875,0.205847953,0
0.196463262,0.057606383,0.204407065,0.156131203,0.248444071,1.197040616,0.922524307,0.394561292,0,0.168037876,0.01814059,0.275862069,1.095128676,0.1484375,6.4453125,0.259015152,0
0.193808189,0.054969105,0.202232811,0.152484683,0.241116406,4.057908575,0.914799705,0.299862702,0.089965963,0.083127893,0.016260163,0.25,0.230182927,0.0078125,1.9765625,0.116996047,0
0.198295356,0.054554303,0.214516129,0.155806452,0.236891496,3.844959386,0.903755352,0.271601074,0.090117302,0.112022748,0.017679558,0.275862069,0.277018229,0.0078125,2.0625,0.092992424,0
0.169505759,0.066930404,0.140970537,0.124471404,0.242634315,2.384671522,0.919990545,0.484100658,0.133934142,0.110565779,0.017410229,0.266666667,0.216145833,0.0078125,0.828125,0.143081761,0
0.160925335,0.068626553,0.173488915,0.098833139,0.211225204,2.67033497,0.933988616,0.566987362,0.096872812,0.097513464,0.019900498,0.271186441,1.143028846,0.09375,6.3359375,0.139334155,0
0.164859947,0.067179041,0.148100749,0.118938053,0.229108237,1.764015844,0.952890369,0.626022586,0.14162015,0.126955523,0.016494845,0.275862069,0.275275735,0.0078125,3.3125,0.080403087,0
0.176685284,0.058485963,0.161784897,0.125583524,0.230022883,1.730253106,0.909112912,0.358370882,0.113089245,0.128124206,0.017075774,0.266666667,0.143554688,0.109375,0.2421875,0.161290323,0
0.173756783,0.065038729,0.166648794,0.117104558,0.241215371,2.156018347,0.909802803,0.418645038,0.126613047,0.110460819,0.01843318,0.262295082,1.060546875,0.0078125,5.7890625,0.173502318,0
0.168023268,0.063307437,0.145769554,0.116568545,0.23078217,2.009765771,0.926111709,0.462042436,0.108561817,0.111528406,0.016194332,0.246153846,0.155,0.078125,0.359375,0.216485507,0
0.208676975,0.05269832,0.226468136,0.175270995,0.249815366,2.08208152,0.902248153,0.240631458,0.230470518,0.115129092,0.022130014,0.25,1.016357422,0.140625,6.109375,0.21483376,0
0.214956445,0.053447128,0.236923077,0.175014712,0.254577554,2.156406936,0.8996833,0.251880249,0.239041614,0.124133328,0.027027027,0.271186441,0.870639535,0.1484375,6.3046875,0.184138786,0
0.136481726,0.079757207,0.133596674,0.07043659,0.202286902,1.599689882,0.967591544,0.755377702,0.144074844,0.112680601,0.017204301,0.262295082,0.394717262,0.0078125,4.84375,0.123452485,0
0.166469398,0.077571464,0.179002933,0.108387097,0.230117302,3.341124012,0.961784275,0.729936599,0.050087977,0.10337593,0.017167382,0.275862069,1.168870192,0.0078125,6.5234375,0.272793543,0
0.147872771,0.087380251,0.17518617,0.064973404,0.221728723,2.390712261,0.966312301,0.759154326,0.050079787,0.093395001,0.02,0.25,1.283770161,0.0078125,5.2265625,0.250708726,0
0.148742418,0.086259927,0.173049853,0.070615836,0.219853372,3.037177358,0.969099012,0.782449104,0.050087977,0.110761256,0.019851117,0.275862069,1.711516204,0.0078125,5.234375,0.356537313,0
0.138676549,0.088189211,0.156627566,0.050293255,0.213079179,3.892380733,0.966472432,0.769192714,0.050087977,0.107189384,0.024096386,0.275862069,0.715692935,0.0078125,3.6015625,0.195950832,0
0.150704949,0.087127145,0.174299333,0.069666349,0.226081983,2.603950831,0.969287136,0.781729344,0.050181125,0.109991594,0.017259978,0.266666667,1.240953947,0.0078125,5.5546875,0.332395687,0
0.154305636,0.084789505,0.175558511,0.086382979,0.223590426,2.820346526,0.968001539,0.762242968,0.050079787,0.107986273,0.017353579,0.271186441,1.761126894,0.0078125,6.9921875,0.344098036,0
0.154811854,0.083201832,0.175923754,0.089090909,0.218211144,3.309896698,0.959747098,0.727326799,0.050087977,0.102819841,0.018120045,0.262295082,1.457932692,0.0078125,4.8046875,0.307588076,0
0.18881488,0.070484528,0.163710895,0.134110032,0.257648328,2.198545123,0.895110717,0.333552621,0,0.090938686,0.015701668,0.262295082,0.118719363,0.0078125,0.390625,0.24,0
0.134961588,0.062047084,0.111387721,0.088780488,0.189571068,2.317095318,0.93109095,0.560896369,0.104793944,0.086565344,0.016276704,0.275862069,0.329345703,0.0078125,4.2578125,0.132782875,0
0.142010214,0.067119378,0.116300448,0.087421525,0.193991031,3.133692606,0.934549885,0.578405047,0.08396861,0.0885115,0.016666667,0.262295082,0.395148026,0.0078125,4.6484375,0.089171669,0
0.141046606,0.065363307,0.109745763,0.091652542,0.201398305,2.902501486,0.927861079,0.567240661,0.101144068,0.078778277,0.017334778,0.271186441,0.10546875,0.0078125,0.1328125,0.14532872,0
0.146683933,0.066241093,0.120098039,0.096993464,0.216405229,1.935967796,0.934636861,0.575083782,0.09996732,0.112567705,0.021768707,0.275862069,0.569010417,0.0078125,3.640625,0.267362466,0
0.134105721,0.064398543,0.109854015,0.086180049,0.181727494,2.874535141,0.933988781,0.572280619,0.0856691,0.093559813,0.015732547,0.271186441,0.239583333,0.0078125,3.375,0.093532986,0
0.137295009,0.065283349,0.112982456,0.086419753,0.190669266,2.916014081,0.933476838,0.572291339,0.083508772,0.108234304,0.03960396,0.271186441,0.663802083,0.078125,4.578125,0.180593151,0
0.141913032,0.064111088,0.117290242,0.090490988,0.204996892,2.762945233,0.932130803,0.54365704,0.083356122,0.095088742,0.018390805,0.228571429,0.747983871,0.0078125,4.1953125,0.229949271,0
0.139332701,0.063610933,0.114607843,0.090816993,0.19879085,2.297272792,0.931106352,0.556354238,0.101797386,0.10551044,0.021563342,0.271186441,0.265269886,0.0078125,3.75,0.053958333,0
0.145020841,0.067298316,0.114684609,0.08901598,0.214062237,2.936318019,0.931458412,0.564359499,0.085719092,0.097881272,0.016309888,0.271186441,0.214192708,0.0078125,3.1640625,0.10734243,0
0.13343119,0.075590049,0.13158042,0.070097902,0.19227972,1.344298776,0.965147873,0.764573932,0.112783217,0.122605478,0.016177958,0.225352113,0.119791667,0.0078125,0.5859375,0.208627451,0
0.12833735,0.083162523,0.122666667,0.053866667,0.202933333,1.900326868,0.961016401,0.736412517,0.108533333,0.110157455,0.017094017,0.228571429,0.231119792,0.015625,3.5234375,0.099489058,0
0.133594832,0.077515036,0.126,0.078580645,0.208193548,1.892490538,0.962371818,0.77188137,0.127354839,0.108599869,0.033057851,0.246153846,0.1359375,0.0234375,0.4921875,0.338624339,0
0.128461597,0.077023594,0.12747784,0.062272361,0.178468977,1.404889673,0.975386936,0.822586636,0.127703465,0.127453139,0.015670911,0.275862069,0.118990385,0.0078125,0.5234375,0.15920398,0
0.118850224,0.077088647,0.118975553,0.047916182,0.170477299,1.99946719,0.955490923,0.715341924,0.123538999,0.098098371,0.016806723,0.275862069,0.106770833,0.0234375,0.2890625,0.251351351,0
0.141909368,0.076153546,0.132439479,0.099329609,0.20726257,1.848922005,0.967418559,0.778548657,0.118361266,0.119752213,0.015763547,0.253968254,0.34765625,0.0078125,5.28125,0.119284562,0
0.113763716,0.076831871,0.109908925,0.036976321,0.179016393,1.935175667,0.95133227,0.677628838,0.106338798,0.114735753,0.016016016,0.258064516,0.1475,0.0078125,1.375,0.091897233,0
0.150862475,0.074831191,0.139380531,0.115840708,0.219911504,2.856022684,0.919072129,0.609236897,0.143716814,0.12404485,0.025477707,0.23880597,0.1515625,0.015625,0.453125,0.155172414,0
0.14553057,0.078547345,0.160583431,0.083313886,0.205180863,2.114403473,0.951694605,0.677709792,0.16042007,0.091389336,0.015701668,0.258064516,0.777113971,0.0078125,5.9296875,0.099033816,0
0.138794665,0.074472801,0.152363451,0.081327208,0.19324145,1.879191232,0.966914706,0.763372741,0.178662583,0.094506486,0.01862631,0.271186441,0.970898438,0.0078125,6.3515625,0.161663509,0
0.149095716,0.073902942,0.163917084,0.08726233,0.200943531,3.078939584,0.951966209,0.685155156,0.172923517,0.091532956,0.025316456,0.275862069,0.889229911,0.0078125,5.3359375,0.157107391,0
0.145027257,0.080244027,0.158185208,0.080397763,0.209695463,1.462297427,0.970477511,0.7874034,0.021230578,0.093466964,0.016016016,0.275862069,1.248342803,0.0078125,6.3125,0.291999361,0
0.149560766,0.076884563,0.173370217,0.090235131,0.196219456,2.389099206,0.943606316,0.63558817,0.182664822,0.088958571,0.017241379,0.235294118,1.149251302,0.0078125,5.8515625,0.268479184,0
0.148974343,0.077394775,0.168856383,0.091595745,0.203297872,1.999175398,0.953168073,0.681603206,0.185239362,0.106672485,0.017204301,0.275862069,0.774739583,0.0078125,5.9296875,0.16010345,0
0.159905387,0.077485227,0.168106734,0.098551461,0.223964422,1.055362758,0.972912436,0.776356557,0.200304956,0.09279642,0.015952144,0.262295082,0.667689732,0.0078125,2.5625,0.264390244,0
0.146143734,0.07324903,0.162976836,0.088457368,0.195268605,1.732992385,0.953232699,0.664847411,0.181192706,0.091649674,0.018038331,0.258064516,0.845788043,0.0078125,6.1015625,0.156180887,0
0.171766033,0.064629033,0.189385113,0.121877023,0.222459547,1.354595306,0.94529366,0.602793758,0.218532902,0.127429903,0.01760176,0.25,1.107244318,0.0078125,6.0078125,0.219598138,0
0.15350374,0.074293323,0.172014995,0.099194002,0.215707591,1.425215276,0.964783143,0.729355248,0.015613871,0.119785476,0.01953602,0.25,1.44765625,0.109375,6.1796875,0.239696587,0
0.168304611,0.073633876,0.191779517,0.119088125,0.220455937,1.653817397,0.95399084,0.631996564,0.016862879,0.120378404,0.015920398,0.262295082,1.270625,0.0078125,5.46875,0.282173913,0
0.149826808,0.079581022,0.153316905,0.091079349,0.220798423,1.607156452,0.974766856,0.793454194,0.017525875,0.119850534,0.017167382,0.266666667,2.027777778,0.0078125,5.5546875,0.349246534,0
0.155399607,0.082614964,0.180441324,0.10110331,0.228044132,2.822129466,0.945885222,0.65057258,0.015446339,0.115707012,0.051118211,0.275862069,1.306581439,0.0078125,4.4375,0.212857792,0
0.167347485,0.071740285,0.191215075,0.118076673,0.217413905,1.801350047,0.950562571,0.667931487,0.205769981,0.104838601,0.022503516,0.25,1.089133523,0.0546875,4.5703125,0.228001628,0
0.149992574,0.077528741,0.146638773,0.107196653,0.212245467,2.660890555,0.951027522,0.685496283,0.016401674,0.107671949,0.018038331,0.228571429,1.003038194,0.15625,3.8203125,0.220858896,0
0.177641969,0.059645697,0.174658869,0.124990253,0.228148148,1.184981497,0.939683361,0.508660393,0.122443145,0.120185312,0.018957346,0.271186441,0.663125,0.09375,3.5625,0.165427155,0
0.173184406,0.063167166,0.199938176,0.117712519,0.223956723,3.037254283,0.910843691,0.465366548,0.223523957,0.116418828,0.020304569,0.258064516,0.331845238,0.0078125,0.546875,0.321428571,0
0.185592179,0.061366361,0.205242718,0.128673139,0.237864078,1.245637224,0.924607667,0.409219604,0.211736785,0.117564991,0.015779093,0.271186441,0.384943182,0.1171875,0.484375,0.358064516,0
0.163194494,0.067450939,0.188192033,0.102962206,0.212502554,2.278882383,0.927514706,0.554522454,0.211930541,0.103155717,0.032193159,0.25,0.409855769,0.0078125,0.578125,0.264127764,0
0.174940014,0.061581331,0.197176196,0.115495916,0.221190198,1.729981016,0.927651012,0.46242531,0.215145858,0.111500811,0.018518519,0.275862069,0.387939453,0.0078125,0.90625,0.216666667,0
0.177702059,0.061281506,0.205483871,0.120498534,0.221495601,2.814455445,0.914835424,0.467147052,0.213284457,0.110489616,0.03652968,0.258064516,0.458125,0.0078125,3.5234375,0.146895787,0
0.18863689,0.064048348,0.21029106,0.125738046,0.23997921,1.444444045,0.925362829,0.445585633,0.115405405,0.1162977,0.021108179,0.25,0.65234375,0.0078125,6.0078125,0.12536724,0
0.178219896,0.064001821,0.19995028,0.12007458,0.227097576,1.612146063,0.934315539,0.535275982,0.214568055,0.113219253,0.017148982,0.253968254,0.816271552,0.09375,3.9453125,0.29428789,0
0.174805537,0.061148638,0.19820711,0.117063369,0.223307573,2.522160576,0.920325779,0.480293649,0.223307573,0.105127842,0.015779093,0.231884058,0.493489583,0.0078125,2.7578125,0.204581845,0
0.124061766,0.080143375,0.114922118,0.05364486,0.208255452,3.532720936,0.944929221,0.656899326,0,0.116307881,0.016528926,0.262295082,0.096643519,0.0078125,0.390625,0.252,0
0.124882635,0.077807833,0.11388764,0.068898876,0.201033708,3.990390206,0.927986557,0.617385527,0,0.116250896,0.017410229,0.258064516,0.149414063,0.0078125,0.7265625,0.198156682,0
0.136521092,0.078629766,0.119756469,0.101217656,0.220334855,4.536263157,0.917040485,0.542516941,0,0.119859246,0.016546019,0.266666667,0.104352679,0.0078125,0.2265625,0.200265252,0
0.213732372,0.057704739,0.242573267,0.141701215,0.257984274,2.113598278,0.859712348,0.084934364,0.248977841,0.133667303,0.028318584,0.253968254,0.818125,0.1328125,4.03125,0.22905131,0
0.120882625,0.081620123,0.115071225,0.044273504,0.205612536,3.457742134,0.941614425,0.63171897,0,0.115930282,0.01992528,0.266666667,0.223958333,0.0078125,4.25,0.08959695,0
0.130656208,0.079523002,0.117447884,0.070574858,0.213493367,3.579991668,0.954050584,0.692132537,0,0.115236925,0.017738359,0.266666667,0.086588542,0.0078125,0.2578125,0.245179063,0
0.117323088,0.07819531,0.108296593,0.047134269,0.19246493,2.573537917,0.945117563,0.651739467,0,0.114502957,0.015920398,0.266666667,0.07890625,0.0078125,0.2421875,0.261859583,0
0.122911112,0.07486789,0.111445967,0.067762557,0.201156773,3.938108185,0.932399363,0.611826542,0,0.121770478,0.016666667,0.275862069,0.129734848,0.0078125,1.1875,0.087860781,0
0.122217801,0.079697128,0.110030321,0.05637356,0.205967253,2.587157185,0.96336505,0.745817969,0,0.124953945,0.017877095,0.275862069,0.100097656,0.0078125,0.3515625,0.198467433,0
0.120109581,0.084088004,0.109829457,0.039286822,0.203379845,2.816410636,0.968448095,0.777627361,0,0.105699612,0.015686275,0.25,0.10474537,0.0078125,0.4453125,0.211929825,0
0.130000829,0.079187198,0.114992026,0.071897927,0.212121212,3.749082009,0.934367241,0.614026377,0,0.111934436,0.015888779,0.246153846,0.10619213,0.0078125,0.671875,0.167846309,0
0.122232696,0.07466914,0.114742857,0.064685714,0.180571429,4.227553035,0.95306717,0.724310511,0,0.103553279,0.016771488,0.262295082,0.077008929,0.0078125,0.625,0.152403846,0
0.22438235,0.048546691,0.24061706,0.220671506,0.255480944,3.095412516,0.858363057,0.130448919,0.234900181,0.138001752,0.03187251,0.275862069,0.897865854,0.0078125,5.7265625,0.176653724,0
0.221884893,0.047789168,0.239975669,0.214257908,0.250875912,3.041839591,0.855783559,0.137412173,0.235888078,0.124419922,0.021828104,0.242424242,0.402698864,0.015625,1.3046875,0.118562874,0
0.146479688,0.071869843,0.166353614,0.092609228,0.196651695,2.633711343,0.947230931,0.643325025,0.185904451,0.094742647,0.018890201,0.262295082,0.90625,0.0078125,3.7578125,0.319623972,0
0.15039608,0.074238771,0.130550964,0.105,0.21915978,2.17170937,0.948531597,0.631099605,0.117438017,0.115597788,0.018058691,0.271186441,0.806295956,0.0234375,4.265625,0.1497558,0
0.140897429,0.073719202,0.129846583,0.089818689,0.19818689,1.916410664,0.946764592,0.649325974,0.017182706,0.0979793,0.02359882,0.219178082,0.158717105,0.0078125,0.484375,0.301971326,0
0.143251918,0.070689001,0.152661123,0.092848233,0.20024948,2.066931005,0.944217823,0.639475999,0.097505198,0.118827792,0.049230769,0.275862069,0.293945313,0.0078125,3.8515625,0.093306288,0
0.142018091,0.071382893,0.139774557,0.094235105,0.202898551,2.46217163,0.940601566,0.613984505,0.017133655,0.10893172,0.016460905,0.275862069,0.247944079,0.0078125,4.7421875,0.070971993,0
0.145987971,0.073631192,0.145920191,0.093555688,0.210125074,1.513061327,0.956193881,0.683322604,0.017176891,0.116721308,0.015857284,0.266666667,0.117466518,0.0078125,0.59375,0.256864989,0
0.14000801,0.072243679,0.128728121,0.089848308,0.200770128,1.78669007,0.952816529,0.673342153,0.091971995,0.118013237,0.015952144,0.275862069,0.121504934,0.0078125,0.640625,0.288490854,0
0.138607883,0.071198956,0.128557392,0.09204109,0.196462707,2.630463506,0.94728992,0.654942129,0.09504243,0.104231424,0.015794669,0.266666667,0.371651786,0.0078125,3.9609375,0.099261502,0
0.143060223,0.071636636,0.164344926,0.092177227,0.195292997,2.287803742,0.935944115,0.583080112,0.09671272,0.098502253,0.016842105,0.262295082,0.479724702,0.0078125,4.84375,0.160528674,0
0.151400509,0.075804943,0.1540069,0.096461311,0.215830458,1.394139144,0.964540333,0.729505064,0.017111878,0.104354191,0.030245747,0.275862069,0.652901786,0.0078125,4.1640625,0.221388368,0
0.166702184,0.072070276,0.186952527,0.110342011,0.230832057,3.449502493,0.935527309,0.539779137,0,0.114927321,0.025,0.275862069,0.444475446,0.0078125,2.0390625,0.117088123,0
0.169344454,0.068844085,0.151482318,0.118404816,0.232806622,1.816953055,0.948781431,0.584807229,0.135048909,0.113350423,0.020618557,0.225352113,0.447328629,0.078125,3.375,0.142669753,0
0.161393393,0.066491136,0.165620915,0.118496732,0.213202614,1.328245182,0.960267611,0.66671474,0.175228758,0.115719958,0.018223235,0.23880597,1.0003125,0.0625,5.9921875,0.20588402,0
0.176991992,0.058681185,0.165128205,0.134201183,0.234990138,1.252888887,0.928120911,0.449682751,0.139171598,0.136280508,0.017563117,0.23880597,0.168526786,0.0078125,0.296875,0.290789474,0
0.171409391,0.062124503,0.151873767,0.12122288,0.229191321,1.168743847,0.929481403,0.470956661,0.140276134,0.129018187,0.016145308,0.271186441,0.448601974,0.0078125,5.4140625,0.131907308,0
